SKU,Nombre,Marca,Precio,Rating,Tags,Descripcion,link,fecha
MPM00015291168,MARVEL'S SPIDER-MAN: MILES MORALES - PS4 FÍSICO - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos",Marvel's Spider-Man: Miles Morales es un videojuego de acción y aventuras desarrollado por Insomniac Games y publicado por Sony Interactive Entertainment para PlayStation 4 y PlayStation 5. Está basado en el superhéroe de Marvel Comics Miles Morales.,https://simple.ripley.cl/marvels-spider-man-miles-morales-ps4-fisico-sniper-mpm00015291168,19/07/2021
MPM00015774534,FORTNITE: THE LAST LAUGH BUNDLE - PS4 - SNIPER,SONY,$44.990,Sin,"Sony, Playstation 4, Videojuegos","**ADVERTENCIA: NO VIENE UN DISCO DE JUEGO FÍSICO DENTRO, SOLO UN CÓDIGO DE DESCARGA** - PARA CUENTA SOLO AMERICANA.Incluye 11 nuevos objetos del juego: 3 trajes legendarios, 3 accesorios mochileros retro, 1 hachas , 1 estela, 3 picos y 1.000 pavos.",https://simple.ripley.cl/fortnite-the-last-laugh-bundle-ps4-sniper-mpm00015774534,19/07/2021
MPM00015291186,ASSASSIN'S CREED VALHALLA - FÍSICO PS4 - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos","Assassin's Creed Valhalla es un videojuego desarrollado por Ubisoft Montreal y publicado por Ubisoft. Es el decimosegundo en importancia y el vigesimosegundo lanzado dentro de la saga de Assassin Creed, y sucesor al juego del 2018 Assassin's Creed Odyssey.",https://simple.ripley.cl/assassins-creed-valhalla-fisico-ps4-sniper-mpm00015291186,19/07/2021
MPM00015917090,FIGURA AMIIBO JOKER - SUPER SMASH BROS - SNIPER,NINTENDO,$49.990,Sin,"Sony, Playstation 4, Videojuegos","Figura Nintendo Amiibo Joker Colección Smash Bros!¡Solo para ti! llega esta figura de colección, pensado para los fanáticos de Smash y de la saga Persona. Colecciona y comparte con tus compañeros de una manera única e inigualable, con un tamaño práctico y sencillo para que puedas llevarlo contigo a cualquier parte, marca la diferencia. Sabemos lo importante que es para ti sentirte a gusto con nuestros productos, por eso te ofrecemos la mejor calidad en el mercado.Accede a nuevo contenido en tus juegos con amiibo, Obtén artículos nuevos, y mucho más, cuando uses tu amiibo en un software compatible. Con el software compatible y usted descubre nuevas características sorprendentes, el amiibo tiene diferentes efectos, puedes desbloquear nuevos mundos, armas o actualizaciones de personajes, o aumentar las capacidades para hacer un aliado o un enemigo.",https://simple.ripley.cl/figura-amiibo-joker-super-smash-bros-sniper-mpm00015917090,19/07/2021
MPM00016719484,MORTAL KOMBAT 11 ULTIMATE - PS5 FÍSICO - SNIPER,SONY,$79.990,Sin,"Sony, Playstation 4, Videojuegos","Con este producto podrás descargar tanto la versión digital para PS4 como la versión digital para PS5 de este juego.¡La experiencia definitiva de MK11! Toma el control de los protectores de la Tierra en las DOS campañas temporales más aclamadas para impedir que Kronika haga retroceder el tiempo y reinicie la historia. En la batalla se pondrán a prueba las amistades y se forjarán nuevas alianzas para poner a salvo a todos. MK11 Ultimate incluye el elenco kompleto de los 37 personajes, incluidas las nuevas incorporaciones de Rain, Mileena y Rambo.Mortal Kombat 11 presenta de una forma kompletamente nueva divertidos Friendships, grotescos Fatalities y demoledores Fatal Blows. ¡Estarás tan cerca del kombate que casi podrás sentirlo!Incluye Mortal Kombat 11, Kombat Pack 1, la expansión Aftermath y Kombat Pack 2.Disfruta de las dos impresionantes campañas más aclamadas de MK11 y MK11: AftermathJuega en la piel de cualquiera de los 37 personajes del elenco kompleto, incluidos los kombatientes recientemente añadidos: Mileena, Rain y RamboMiles de skins, armas y equipo para un nivel de personalización de los kombatientes sin precedentesIncluye a todos los kombatientes invitados anteriormente: Terminator, Joker, Spawn y RoboCopTodos los modos, incluidas las Torres del Tiempo, la Kripta, el tutorial, el modo En línea, las torres klásicas y mucho másTodos los escenarios, los Fatalities de escenario, los Brutalities, los famosos Fatalities y los FriendshipsLas mejoras para PS5 incluyen:Resolución dinámica 4kGráficos mejoradosTiempos de carga considerablemente mejoradosCompatibilidad con otras plataformas y generacionesSi ya tienes la versión para PS4 de este juego, puedes conseguir la versión digital para PS5 sin coste adicional y sin necesidad de comprar este producto. Quienes tengan el disco de juego de PS4 deberán introducirlo en la consola PS5 cada vez que quieran descargar o jugar a la versión digital para PS5 . Quienes tengan el disco de juego de PS4 y compren la consola PS5 edición digital, sin lector de discos, no podrán conseguir la versión para PS5 sin coste adicional.",https://simple.ripley.cl/mortal-kombat-11-ultimate-ps5-fisico-sniper-mpm00016719484,19/07/2021
MPM00015903460,CALL OF DUTY: BLACK OPS COLD WAR - PS4 - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos",Call of Duty: Black Ops Cold War es un videojuego de disparos en primera persona desarrollado por Treyarch y Raven Software y publicado por Activision. Es la quinta entrega de la serie Black Ops y el decimoséptimo Call of Duty. El juego fue lanzado el 13 de noviembre de 2020.,https://simple.ripley.cl/call-of-duty-black-ops-cold-war-ps4-sniper-mpm00015903460,19/07/2021
MPM00016719410,SPIDER-MAN MILES MORALES - PS5 FÍSICO - SNIPER,SONY,$79.990,Sin,"Sony, Playstation 4, Videojuegos",Marvel's Spider-Man: Miles Morales es un videojuego de acción y aventuras desarrollado por Insomniac Games y publicado por Sony Interactive Entertainment para PlayStation 4 y PlayStation 5. Está basado en el superhéroe de Marvel Comics Miles Morales.,https://simple.ripley.cl/spider-man-miles-morales-ps5-fisico-sniper-mpm00016719410,19/07/2021
MPM00016719622,DYING LIGHT ANNIVERSARY EDITION - PS4 - SNIPER,SONY,$54.990,Sin,"Sony, Playstation 4, Videojuegos","Hazte con un universo zombi entero con la edición completa de Dying Light.A los 5 años de su lanzamiento, este superventas de mundo abierto ha ganado más de 50 premios al juego del año y ha crecido hasta ser una épica saga de zombis. Te ofrecemos la edición mejorada del juego base con todas las expansiones y modos de juego hasta la fecha y una selección de los mejores DLC. Esta edición incluye la campaña The Following y el nuevo modo Hellraid. Disfruta de todos los mapas y modos, las mejores armas, enemigos y atuendos. ¡El apocalipsis completo!Características:Dying Light La edición completa del juegazo superventas de zombis.Dying Light: The Following Una nueva campaña no lineal con un enorme mapa y un buggy modificable para conducir.Dying Light: Hellraid El modo de juego de fantasía oscura, con nuevos enemigos y objetos desbloqueables, en el que asaltas las profundidades del infierno.Dying Light: Bozak Horde Una serie de letales pruebas para demostrar tus habilidades de combate y parkour.Dying Light: Cuisine & Cargo Dos zonas de cuarentena con enemigos mortales y un magnífico botín.Dying Light: Be the Zombie Un modo multijugador asimétrico en el que invadirás las partidas de otros jugadores en el papel del cazador nocturno.Dying Light: Prison Heist Ábrete paso por una prisión infestada de zombis y escapa lo antes posible. En solitario o con amigos.Dying Light: Ultimate Survivor Bundle Potentes armas adicionales y atuendos exclusivos para sobrevivir en las calles llenas de zombis.Dying Light: 5th Anniversary Bundle Este lote de aspectos distintivos, con nuevas y magníficas armas, un nuevo aspecto de jugador y una pintura para buggy especial, celebra 5 años de supervivencia y acción trepidante.Con actualizaciones constantes, eventos de juego y expansiones, a menudo creadas en colaboración con nuestra comunidad, Dying Light: Anniversary Edition es tu puerta de entrada al mundo de la supervivencia contra zombis.",https://simple.ripley.cl/dying-light-anniversary-edition-ps4-sniper-mpm00016719622,19/07/2021
MPM00017945156,GRIPS KONTROLFREEK PS4 INFINITE WARFARE,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos",Al combinar la ergonomía y un diseño innovador KontrolFreek brinda una mejor experiencia al jugar.,https://simple.ripley.cl/grips-kontrolfreek-ps4-infinite-warfare-mpm00017945156,19/07/2021
MPM00017945140,GRIPS KONTROLFREEK PS4 CALL OF DUTY MW,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos","PERFORMANCE THUMBSTICKS son las empuñaduras de pulgar más avanzadas del mundo. Proporcionan una ventaja en el juego al aumentar el rango de movimiento del controlador y maximizar la agilidad, la precisión y el agarreDISEÑO HEXAGONAL ÚNICO: proporciona un área de superficie expandida para mayor comodidad y una mejor sensación de dirección al usar bordes de esquinaDOS THUMBSTICKS DE MEDIA ALTURA agrega 6.5 mm de altura para una mayor precisión y control, sin importar el rangoSUPERFICIE CONVEX: con compuesto de goma patentado para mejorar el agarre y reducir el deslizamientoDISEÑADO para Call of Duty: Modern Warfare",https://simple.ripley.cl/grips-kontrolfreek-ps4-call-of-duty-mw-mpm00017945140,19/07/2021
MPM00017945188,GRIPS KONTROLFREEK PS4 CALL OF DUTY WWII,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos",Al combinar la ergonomía y un diseño innovador KontrolFreek brinda una mejor experiencia al jugar.,https://simple.ripley.cl/grips-kontrolfreek-ps4-call-of-duty-wwii-mpm00017945188,19/07/2021
MPM00017945182,GRIPS KONTROLFREEK PS4 COD BLACK OPS 3,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos","PERFORMANCE THUMBSTICKS son las empuñaduras de pulgar más avanzadas del mundo. Proporcionan una ventaja en el juego al aumentar el rango de movimiento del controlador y maximizar la agilidad, la precisión y el agarreDISEÑO HEXAGONAL ÚNICO: proporciona un área de superficie expandida para mayor comodidad y una mejor sensación de dirección al usar bordes de esquinaDOS THUMBSTICKS UNO DE MEDIA ALTURA AÑADE 6.5mm Y EL OTRO DE ALTA ALTURA AÑADE 10mmSUPERFICIE CONVEX: con compuesto de goma patentado para mejorar el agarre y reducir el deslizamiento",https://simple.ripley.cl/grips-kontrolfreek-ps4-cod-black-ops-3-mpm00017945182,19/07/2021
MPM00017388100,LEGO MARVEL SUPER HEROES GH PS4,WARNER BROS,$15.990,Sin,"Sony, Playstation 4, Videojuegos","<h2>Información del Juego</h2>Cuando el malvado Doctor Doom y Loki atacaron el Silver Surfer, los restos destrozados de su tabla de surf llovieron sobre la Tierra desprevenido. Ahora, la carrera para recuperar los poderosos ladrillos cósmicos. Nick Fury reúne a los héroes más poderosos de la Tierra para recuperar ellos - todos antes de Loki, Doctor Doom y su camarilla de villanos pueden montar su súper arma y dominar el mundo. Mientras tanto, el maestro de Silver Surfer, el planeta se alimentan de Galactus, viene en busca de su Herald y su próxima comida ... Tierra.<h2>Características</h2><ul><li>Lucha contra las fuerzas del mal</li><li>más de 45 misiones creadas desde el mundo de Marvel</li><li>Completa retos y obeten recompensas</li><li>Obten asistencia del  equipo o tomar el control total de ellos en el juego libre</li></ul>",https://simple.ripley.cl/lego-marvel-super-heroes-gh-ps4-mpm00017388100,19/07/2021
MPM00016719368,HOLLOW KNIGHT - PS4 FÍSICO - SNIPER,SONY,$44.990,Sin,"Sony, Playstation 4, Videojuegos","Hollow Knight es un videojuego perteneciente al género metroidvania desarrollado y publicado por Team Cherry. El videojuego fue inicialmente lanzado para Microsoft Windows en febrero de 2017, y más tarde para macOS y Linux en abril de 2017. La adaptación para Nintendo Switch fue lanzada el 12 de junio de 2018.",https://simple.ripley.cl/hollow-knight-ps4-fisico-sniper-mpm00016719368,19/07/2021
2000382093209P,HITMAN 3 PS4,SONY,$59.990,2,"Sony, Playstation 4, Videojuegos","HITMAN 3 PS4HITMAN 3 es el espectacular cierre de la trilogía de Mundo del asesinato.El despiadado profesional conocido como Agente 47 regresa en HITMAN 3 para hacer frente a los contratos más importantes de toda su carrera, en los que toda muerte es importante. Embárcate en un viaje intimista de oscuridad y esperanza en este espectacular cierre de la trilogía de Mundo del asesinato. La muerte te espera.Descubre una aventura en la que viajarás por todo el mundo y visitarás parajes exóticos que han sido recreados con todo lujo de detalles para ofrecerte infinidad de creativas oportunidades de asesinato. La galardonada tecnología Glacier de IOI da vida al envolvente mundo interactivo de HITMAN 3, para ofrecer al jugador una rejugabilidad y unas posibilidades de elección sin parangón.Reserva el juego para obtener el siguiente contenido digital: - El paquete TrinidadEl paquete Trinidad incluye nuevos objetos que se pueden utilizar en HITMAN 3. Cada objeto tiene una temática representativa de cada uno de los juegos de la trilogía de Mundo del asesinato.",https://simple.ripley.cl/hitman-3-ps4-2000382093209p,19/07/2021
MPM00004312650,FIFA 20 PS4 JUEGO NUEVO FISICO SELLADO,ELECTRONIC ARTS,$20.990,Sin,"Sony, Playstation 4, Videojuegos","<strong>Mas informacion del juego</strong>Desarrollado por Frostbite, <strong>EA SPORTS FIFA 20</strong> para PlayStation 4, Xbox One da vida a dos lados de The World s Game: el prestigio del escenario profesional y una experiencia de futbol callejero totalmente nueva en EA SPORTS VOLTA. FIFA 20 innova en todo el juego, FOOTBALL INTELLIGENCE desbloquea una plataforma sin precedentes para el realismo del juego, FIFA Ultimate Team ofrece mas formas de construir el equipo de tus sueños, y EA SPORTS VOLTA devuelve el juego a la calle, con una forma autentica de futbol de lados pequeños.Este ano, FIFA 20 da vida a dos lados de The World s Game, el prestigio del escenario profesional y una autentica experiencia de futbol callejero totalmente nueva en EA SPORTS VOLTAEA SPORTS VOLTA lleva el futbol a las calles representando la autentica cultura, creatividad y estilo.En EA SPORTS VOLTA, puedes construir tu personaje, expresar tu estilo y jugar varias formas de futbol libre en entornos de todo el mundo.Crea el equipo de tus sueños con miles de jugadores y compite en FIFA 20 Ultimate Team, el modo mas popular en FIFAExperimente la INTELIGENCIA DE FUTBOL, una plataforma de realismo de juego sin precedentes que lo coloca en el centro de cada partido en FIFA 20",https://simple.ripley.cl/fifa-20-ps4-juego-nuevo-fisico-sellado-mpm00004312650,19/07/2021
MPM00015472200,ASSASSINS CREED ODYSSEY SPANISH PS4,UBISOFT,$18.990,Sin,"Sony, Playstation 4, Videojuegos","<strong>Mas informacion del producto</strong>Revive las historias del pasado con Assassin's Creed, con gráficos mejorados y mecánica de juego mejorada. Además. Que nuevos secretos podras descubrir? Que guarda la historia que te podra ayudar en tu futuro? Descubrelo todo con Assassin's Creed<div class=""apm-sidemodule-textright""><h3 class=""a-spacing-mini"">Vive la épica odisea de un legendario héroe espartano</h3>Escribe tu propia odisea épica y conviértete en un legendario héroe espartano en Assassin's Creed Odyssey, una aventura inspiradora en la que debes forjar tu destino y definir tu propio camino en un mundo al borde de desgarrarse. Influya cómo se desarrolla la historia a medida que experimenta un mundo rico y en constante cambio conformado por sus decisiones.<strong>El arte de la batalla</strong> - Demuestra tus extraordinarias habilidades de guerrero y cambia las mareas de la batalla durante uno de los conflictos más sangrientos de la época, la Guerra del Peloponeso. Enfrentamientos épicos entre Esparta y Atenas en grandes batallas enfrentando 150 contra 150 soldados entre sí</div>&nbsp;",https://simple.ripley.cl/assassins-creed-odyssey-spanish-ps4-mpm00015472200,19/07/2021
MPM00015472226,ASSASSINS CREED III REMASTERED PS4,UBISOFT,$16.990,Sin,"Sony, Playstation 4, Videojuegos","Informacion del juego<span class=""tlid-translation translation"" lang=""es""><span title="""">Revive la Revolución Americana o vívela por primera vez en Assassin's Creed III Remastered, con gráficos mejorados y mecánica de juego mejorada.</span> <span class="""" title="""">Además, Assassin's Creed III Liberation Remastered y todo el contenido DLC en solitario están incluidos.</span></span><div class=""text-wrap tlid-copy-target""><div class=""result-shield-container tlid-copy-target"" tabindex=""0""><span class=""tlid-translation translation"" lang=""es""><span title="""">* Incluye: Assassin's Creed III Liberation y todos los DLC originales en solitario, incluida The Tyranny of King Washington</span><span class="""" title="""">* Gráficos mejorados, ahora con resolución 4K, nuevos modelos de personajes, renderizado de entornos pulidos y más</span>* <span class="""" title="""">La mecánica del juego también se ha mejorado, mejorando tu experiencia y tu inmersión.</span>* <span class="""" title="""">Lucha por la libertad Mientras las colonias americanas están a punto de rebelarse, asegure la libertad para su pueblo y su nación</span><span class="""" title="""">* Asesina a tus enemigos en una variedad de formas mortales con una amplia gama de armamento.</span></span></div></div><div class=""tlid-result-transliteration-container result-transliteration-container transliteration-container""><div class=""tlid-transliteration-content transliteration-content full""></div></div>",https://simple.ripley.cl/assassins-creed-iii-remastered-ps4-mpm00015472226,19/07/2021
1842380,CONTROL PS4 INALAMBRICO DUALSHOCK BT DBLUE DBC6001 ROJO,DBLUE,$34.990,Sin,"Sony, Playstation 4, Videojuegos","Joystick compatible con PS4 DBLUE- Conexión Bluetooth.- Sensor de 6 ejes.- Touch Pad.- Botones: 4 botones de acción, L1, R1, L1, R2.- Botones direccionales, Arriba / Abajo / Izquierda / Derecha, 2 barras analógicas, inicio, seleccionar, comenzar. -Batería recargable de polímero 600Ma incorporada.- Puerto para auriculares.- Doble vibración.",https://simple.ripley.cl/control-ps4-inalambrico-dualshock-bt-dblue-dbc6001-rojo-mpm00017693424,19/07/2021
MPM00017945146,GRIPS KONTROLFREEK PS4 BORDERLANDS 3,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos","PERFORMANCE THUMBSTICKS son las empuñaduras de pulgar más avanzadas del mundo. Proporcionan una ventaja en el juego al aumentar el rango de movimiento del controlador y maximizar la agilidad, la precisión y el agarreDISEÑO HEXAGONAL ÚNICO: proporciona un área de superficie expandida para mayor comodidad y una mejor sensación de dirección al usar bordes de esquinaDOS THUMBSTICKS DE MEDIA ALTURA AÑADE 6.5mmSUPERFICIE CONVEX: con compuesto de goma patentado para mejorar el agarre y reducir el deslizamiento",https://simple.ripley.cl/grips-kontrolfreek-ps4-borderlands-3-mpm00017945146,19/07/2021
MPM00015291198,SACKBOY - PS4 - FÍSICO - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos","Sackboy: A Big Adventure es un videojuego de plataformas desarrollado por Sumo Digital y distribuido por Sony Interactive Entertainment en exclusiva para PlayStation 4 y PlayStation 5, formando parte de la serie LittleBigPlanet.",https://simple.ripley.cl/sackboy-ps4-fisico-sniper-mpm00015291198,19/07/2021
MPM00014645716,MORTAL KOMBAT 11 – PS4,SONY,$34.990,Sin,"Sony, Playstation 4, Videojuegos","MK está de vuelta mejor que nunca con la siguiente evolución de la emblemática franquicia.Con las nuevas variaciones de personaje tendrás un control sin precedentes para personalizar a tus luchadores y hacerlos únicos. El nuevo motor gráfico resalta cada uno de los momentos más sangrientos para ponerte tan cerca de la pelea que casi podrás sentirla. Con un reparto de luchadores nuevos y klásicos, el modo historia cinemático continúa la épica saga iniciada hace más de 25 años.",https://simple.ripley.cl/mortal-kombat-11-ps4-mpm00014645716,19/07/2021
MPM00015367872,STAR WARS: SQUADRONS - PS4 FÍSICO - SNIPER,SONY,$54.990,Sin,"Sony, Playstation 4, Videojuegos","Domina el arte del combate con cazas estelares en la experiencia de pilotaje inmersiva de Star Wars : Squadrons.PROTEGE LA GALAXIAPlanifica todas las escaramuzas con tu escuadrón en la sala de reuniones antes de despegar a los campos de batalla de toda la galaxia. Triunfa en equipo en lugares conocidos y otros nunca vistos con anterioridad, entre los que se incluyen el gigante gaseoso Yavin Prime y la luna destrozada de Galitan.DOMINA CAZAS ESTELARES LEGENDARIOSToma el control total de diferentes clases de cazas estelares de las flotas de la Nueva República y del Imperio, como el Ala-X y el caza TIE. Modifica tu nave, distribuye la potencia entre sus sistemas y destruye a tus rivales en combates espaciales estratégicos.NO PIERDAS TU OBJETIVOCompite en intensos combates de 5 contra 5, únete a tu escuadrón para inclinar la balanza a tu favor en batallas de flotas monumentales y despega en una emocionante historia para un jugador de Star Wars . Sumérgete por completo en el asiento de piloto gracias a la opción de jugar a Star Wars : Squadrons en realidad virtual (VR) en PlayStation 4 y PC, con compatibilidad multiplataforma.",https://simple.ripley.cl/star-wars-squadrons-ps4-fisico-sniper-mpm00015367872,19/07/2021
MPM00017945136,GRIPS KONTROLFREEK PS4 GALAXY,KONTROLFREEK,$17.990,Sin,"Sony, Playstation 4, Videojuegos","PERFORMANCE THUMBSTICKS son las empuñaduras de pulgar más avanzadas del mundo. Proporcionan una ventaja en el juego al aumentar el rango de movimiento del controlador y maximizar la agilidad, la precisión y el agarreDISEÑO HEXAGONAL ÚNICO: proporciona un área de superficie expandida para mayor comodidad y una mejor sensación de dirección al usar bordes de esquinaDOS THUMBSTICKS UNO DE MEDIA ALTURA AÑADE 6.5mm Y EL OTRO DE ALTA ALTURA AÑADE 10mmSUPERFICIE CONVEX: con compuesto de goma patentado para mejorar el agarre y reducir el deslizamiento",https://simple.ripley.cl/grips-kontrolfreek-ps4-galaxy-mpm00017945136,19/07/2021
MPM00015367750,KINGDOM HEARTS MELODY OF MEMORY - PS4 FÍSICO - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos","¡Siente la música de KINGDOM HEARTS como nunca!INCLUYE MÁS DE 140 CANCIONESDisfruta de una amplia colección de inolvidables canciones procedentes de toda la serie KINGDOM HEARTS.EXPLORA MUNDOS CAUTIVADORESSiente la magia de la exploración musical mientras recorres mundos llenos de desafíos rítmicos.DESAFÍA A TUS AMIGOSKINGDOM HEARTS Melody of Memory tiene un modo multijugador local cooperativo y en línea, ¡con un modo batalla y todo!",https://simple.ripley.cl/kingdom-hearts-melody-of-memory-ps4-fisico-sniper-mpm00015367750,19/07/2021
MPM00015908776,JUST DANCE 2021 PS4,SONY,$49.990,Sin,"Sony, Playstation 4, Videojuegos","Just Dance 2021 es el mayor juego de baile con 40 increíbles éxitos de las listas de popularidad como Don't Start Now de Dua Lipa, Feel Special de TWICE, Señorita de Shawn Mendes y Camila Cabello, ¡y mucho más! ¡Comienza una fiesta de baile que pueden disfrutar tu familia y tus amigos!",https://simple.ripley.cl/just-dance-2021-ps4-mpm00015908776,19/07/2021
MPM00015367790,JUST DANCE 2021 - PS4 FÍSICO - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos","Just Dance 2021 es el mayor juego de baile con 40 increíbles éxitos de las listas de popularidad como Don't Start Now de Dua Lipa, Feel Special de TWICE, Señorita de Shawn Mendes y Camila Cabello, ¡y mucho más! ¡Comienza una fiesta de baile que pueden disfrutar tu familia y tus amigos!Características principales:Baila como prefieras al crear tus propias listas de reproducción personalizadas.Disfruta de ocho nuevas canciones y coreografías especiales para niños, que brindan una experiencia para toda la familia.Utiliza tu celular para registrar tus movimientos con la app Just Dance Controller ¡no requerirás de accesorios adicionales! y ¡hasta seis jugadores se podrán unir!",https://simple.ripley.cl/just-dance-2021-ps4-fisico-sniper-mpm00015367790,19/07/2021
MPM00015472142,FAR CRY 5 SPANISH PS4,UBISOFT,$14.990,Sin,"Sony, Playstation 4, Videojuegos",Mas informacion vendra pronto,https://simple.ripley.cl/far-cry-5-spanish-ps4-mpm00015472142,19/07/2021
2000380552012P,STAR WARS: SQUADRONS,SONY,$52.990,Sin,"Sony, Playstation 4, Videojuegos","STAR WARS: SQUADRONSIntegra a tu gama de videojuegos el Star Wars: Squadrons, una apuesta de combates espaciales y aéreos basados en el universo ficticio de Star Wars. Disfruta junto a tus amigos esta genial entrega para PS4, la cual pondrá a prueba todo tu talento y manejo como piloto. ¡Consigue el Star Wars: Squadrons en Ripley.com!INFORMACIÓN ADICIONALModos de juego: Un jugador; Multijugador.Distribuidor: Electronic Arts.Rating pendiente.",https://simple.ripley.cl/star-wars-squadrons-2000380552012p,19/07/2021
MPM00020152724,MORTAL KOMBAT XL PS4,WARNER BROS,$34.900,Sin,"Sony, Playstation 4, Videojuegos","Mortal Kombat XL PS4¡Uno de los títulos más vendidos de 2015 se vuelve XL! Kompleta La experiencia de Mortal Kombat X con contenido nuevo y existente. Incluye el juego principal y los nuevos personajes jugables Alien, Leatherface, Triborg y Bo'Rai Cho. Los personajes jugables lanzados anteriormente incluyen Predator, Jason Voorhees, Tremor, Tanya y Goro. También incluye el nuevo paquete de skins: Apocalypse Pack.Mortal Kombat XL ofrece la mejor experiencia de Mortal Kombat X que incluye el juego principal y todo el contenido presentado en el próximo paquete de Kombat 2:Nuevos personajes jugables: Xenomorph de Alien, Leatherface de la serie de películas de terror The Texas Chainsaw Massacre, Triborg y Bo'Rai Cho.Paquete de piel de Apocalipsis nunca lanzadoEl contenido publicado anteriormente incluye Goro jugable, Brasil Skin Pack, Kold War Skin Pack y Kold War Scorpion SkinTambién se incluye con Mortal Kombat XL el contenido descargable previamente lanzado del paquete original de Kombat:Los personajes jugables Predator, Jason Voorhees, Tremor y Tanya, cada uno acompañado por tres skins temáticos.Paquete de piel de samurai",https://simple.ripley.cl/mortal-kombat-xl-ps4-mpm00020152724,19/07/2021
MPM00015472162,THE SIMS 4 PLUS CATS DOGS BUNDLE REFRESH PS4,ELECTRONIC ARTS,$15.990,Sin,"Sony, Playstation 4, Videojuegos","<p><strong>Tú creas. Tú decides. Tú mandas en Los Sims 4</strong>. Crea nuevos Sims con personalidades marcadas y aspectos definidos. ¡Controla la mente, el cuerpo y el corazón de tus Sims y juega a la vida!</p><p>Los Sims 4 es el juego de simulación social que te ofrece el poder de crear y controlar a gente. Disfruta de la creatividad, el humor, la evasión y la libertad que proporciona jugar a la vida en Los Sims 4.</p><p>caracteristicas</p><p> Crea a quien quieras</p><p> Construye la casa perfecta</p><p> Juega a la vida</p><p>*Inteligencia:Tus Sims se mueven y actúan de forma más natural que nunca, realizando varias tareas a la vez, expresando sus emociones mediante su modo de caminar, etc. Elige las personalidades de tus Sims, selecciona sus aspiraciones y explora en profundidad sus objetivos vitales a través de sus pensamientos, habilidades sociales, profesiones y recuerdos.</p><p>*Nuevas herramientas creativas: Los modos Crear un Sim y Construir son más potentes, intuitivos y divertidos que nunca, y te ofrecen la libertad de crear Sims con precisión táctil. Construye la casa de tus sueños sin ningún esfuerzo con el nuevo modo Construir por habitaciones.</p><p>*Grandes recompensas: Gana nuevos objetos, atuendos y rasgos completando pruebas, descubriendo elementos coleccionables y desbloqueando logros.</p><p>*Comparte tus creaciones: Comparte las unidades domésticas de tus Sims con tus amigos y la comunidad.</p>",https://simple.ripley.cl/the-sims-4-plus-cats-dogs-bundle-refresh-ps4-mpm00015472162,19/07/2021
MPM00015763634,SACKBOY PS5,SONY,$69.990,Sin,"Sony, Playstation 4, Videojuegos",SACKBOY DE SONY PARA PLAYSTATION,https://simple.ripley.cl/sackboy-ps5-mpm00015763634,19/07/2021
MPM00014982154,STEEP - FÍSICO PS4 - SNIPER,SONY,$34.990,Sin,"Sony, Playstation 4, Videojuegos","El momento en el que tus pies abandonan la nieve, todo lo demás desaparece. Steep para PlayStation 4 y Xbox One, la reinvención de los juegos de deportes extremos de Ubisoft, es pura libertad y adrenalina. Recorre un enorme mundo abierto en el que el descenso nunca acaba y domina las montañas más famosas del mundo sobre tus esquís o tabla de snowboard o desafía la gravedad en parapente o wingsuit (traje aéreo). Desde los Alpes a Alaska, lánzate por cordilleras nevadas, bosques, glaciares y rocosos barrancos en impredecibles montañas con meteorología dinámica y graba tus acrobacias más increíbles y desafía a tus amigos a completar tu recorrido más épico. La montaña es tuya y está esperando a que la explores.Características:Crea tu propio camino. Explora un enorme, sobrecogedor e impresionante escenario montañoso practicando el deporte extremo que prefieras: esquí, snowboard, parapente y wingsuit. Escoge a tu personaje y personaliza su equipamiento y vestimenta (incluyendo disfraces técnicamente poco prácticos para la montaña) y descubre lugares ocultos o simplemente disfruta desde las alturas de la belleza de los Alpes o Alaska.Comparte la montaña. Encuentra a otros jugadores de Steep de forma directa en un mundo abierto compartido y elige si quieres jugar con ellos o reúnete con tus amigos para recorrer las montañas, pudiendo practicar cada uno diferentes deportes para crear las acrobacias más salvajes.Alcanza la cima. Escala posiciones en los marcadores online y participa en retos específicos para cada deporte como salto, vuelo de proximidad o eslalon. Ejecuta trucos mediante un sistema de control accesible, domínalo para efectuar las acrobacias más complicadas y envía fácilmente desafíos basados en tus propios recorridos a tus amigos.GoPro. Graba cada segundo de tus descensos, elige los mejores ángulos de cámara y el ritmo apropiado y comparte tus bajadas más espectaculares en las redes sociales.",https://simple.ripley.cl/steep-fisico-ps4-sniper-mpm00014982154,19/07/2021
